ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	dPSI
1312	AT1G27630	CYCT1-3	chr1	+							1312	125,161,90,103,71,127,120,60,81,86,96,45	62,63,124,143,72,121,159,114,106,182,99,86	92,108,53,81,472,455,368,464	115,118,59,67,89,128,138,119	300	150	0.000468213604885	0.0084178828963367	0.502,0.561,0.266,0.265,0.33,0.344,0.274,0.208,0.276,0.191,0.327,0.207	0.286,0.314,0.31,0.377,0.726,0.64,0.571,0.661	-0.173	A5SS	9611548.0	9612429.0	9611548.0	9611876.0	9612589.0	9612671.0							-0.173
1421	AT5G65685		chr5	-							1421	101,178,228,192,177,189,203,144,193,164,108,160	217,118,82,97,149,145,99,145,208,58,158,144	186,128,109,164,97,108,53,51	148,167,147,231,257,358,262,222	213	150	3.35917876848e-08	3.436416637393235e-06	0.247,0.515,0.662,0.582,0.456,0.479,0.591,0.412,0.395,0.666,0.325,0.439	0.47,0.351,0.343,0.333,0.21,0.175,0.125,0.139	0.213	A5SS	26275685.0	26276606.0	26275748.0	26276606.0	26275480.0	26275514.0							0.213
1437	AT1G61970		chr1	+							1437	35,14,33,22,4,39,4,18,16,10,20,6	15,21,17,12,3,9,18,14,13,7,6,15	20,13,25,7,13,27,22,40	10,10,16,0,0,3,0,5	300	150	9.92900686003e-05	0.0023633833230212	0.538,0.25,0.493,0.478,0.4,0.684,0.1,0.391,0.381,0.417,0.625,0.167	0.5,0.394,0.439,1.0,1.0,0.818,1.0,0.8	-0.334	A5SS	22906472.0	22906923.0	22906472.0	22906610.0	22907128.0	22907730.0							-0.334
1443	AT3G03970	SINE2	chr3	-							1443	11,8,15,14,24,9,6,8,9,13,17,2	12,0,4,1,0,9,0,2,0,0,2,7	3,17,7,23,15,8,33,13	1,12,4,5,14,27,4,14	300	150	0.000771966671835	0.0125444584173187	0.314,1.0,0.652,0.875,1.0,0.333,1.0,0.667,1.0,1.0,0.81,0.125	0.6,0.415,0.467,0.697,0.349,0.129,0.805,0.317	0.259	A5SS	1030117.0	1030671.0	1030477.0	1030671.0	1028736.0	1029910.0							0.259
1648	AT5G64460		chr5	-							1648	58,22,30,54,28,28,44,17,57,22,42,48	30,91,39,34,65,62,8,51,57,31,27,15	23,41,36,35,32,32,30,31	68,53,72,90,78,68,49,52	300	150	0.00124197952582	0.0184317149311807	0.492,0.108,0.278,0.443,0.177,0.184,0.733,0.143,0.333,0.262,0.438,0.615	0.145,0.279,0.2,0.163,0.17,0.19,0.234,0.23	0.149	A5SS	25775305.0	25775568.0	25775477.0	25775568.0	25775040.0	25775115.0							0.149
1692	AT5G53050		chr5	-							1692	204,143,338,262,124,281,247,254,274,114,82,316	15,40,19,9,39,84,7,35,25,93,147,33	146,150,196,206,71,66,13,18	51,19,31,49,220,135,230,296	158	150	4.40711957483e-06	0.0002190597671018	0.928,0.772,0.944,0.965,0.751,0.761,0.971,0.873,0.912,0.538,0.346,0.901	0.731,0.882,0.857,0.8,0.235,0.317,0.051,0.055	0.314	A5SS	21511417.0	21511543.0	21511425.0	21511543.0	21510837.0	21510925.0							0.314
1695	AT5G53850		chr5	-							1695	314,277,629,357,276,378,511,284,312,130,328,250	111,165,91,114,209,127,57,160,140,18,115,95	347,229,207,323,261,188,123,239	127,101,127,130,162,216,138,235	300	150	8.1239224427e-05	0.0020802165042671	0.586,0.456,0.776,0.61,0.398,0.598,0.818,0.47,0.527,0.783,0.588,0.568	0.577,0.531,0.449,0.554,0.446,0.303,0.308,0.337	0.16	A5SS	21863801.0	21864225.0	21864088.0	21864225.0	21863652.0	21863700.0							0.16
1711	AT2G40316		chr2	+							1711	32,29,32,14,14,29,53,15,16,9,8,11	27,63,73,70,82,98,46,77,82,32,21,50	15,16,11,32,18,26,6,5	73,102,78,124,92,105,79,116	167	150	1.84173128238e-05	0.0006916724149382	0.516,0.293,0.283,0.152,0.133,0.21,0.509,0.149,0.149,0.202,0.255,0.165	0.156,0.123,0.112,0.188,0.149,0.182,0.064,0.037	0.125	A5SS	16836734.0	16836794.0	16836734.0	16836777.0	16837117.0	16837171.0							0.125
1888	AT4G25600	P4H12	chr4	+							1888	4,25,9,7,16,23,2,16,5,0,16,10	64,29,20,33,32,33,15,33,47,7,31,29	3,14,5,1,6,1,8,4	29,30,40,49,43,32,27,43	155	150	0.000327624589734	0.0062211860297804	0.057,0.455,0.303,0.17,0.326,0.403,0.114,0.319,0.093,0.0,0.333,0.25	0.091,0.311,0.108,0.019,0.119,0.029,0.223,0.083	0.112	A5SS	13060911.0	13061036.0	13060911.0	13061031.0	13061145.0	13061203.0							0.112
1924	AT3G21250	MRP6	chr3	-							1924	57,56,45,60,63,26,163,99,64,48,117,61	4,8,6,9,11,6,27,16,5,4,21,3	67,73,53,68,19,11,21,24	41,16,10,14,10,4,15,3	260	150	7.66938357148e-05	0.0020573425771113	0.892,0.802,0.812,0.794,0.768,0.714,0.777,0.781,0.881,0.874,0.763,0.921	0.485,0.725,0.754,0.737,0.523,0.613,0.447,0.822	0.177	A5SS	7463245.0	7463525.0	7463355.0	7463525.0	7461000.0	7462952.0							0.177
10	AT4G39140		chr4	-							10	45,92,92,103,91,188,212,91,149,115,177,100	21,13,16,13,8,18,40,22,21,86,48,7	134,165,146,167,135,88,157,115	12,19,13,19,6,9,0,32	227	150	0.000148636760149	0.0038206284208086	0.586,0.824,0.792,0.84,0.883,0.873,0.778,0.732,0.824,0.469,0.709,0.904	0.881,0.852,0.881,0.853,0.937,0.866,1.0,0.704	-0.104	A3SS	18230996.0	18231378.0	18230996.0	18231301.0	18231913.0	18232202.0							-0.104
31	AT4G35785		chr4	-							31	499,383,582,521,383,508,524,508,484,290,378,409	104,108,83,164,112,166,122,106,58,83,90,87	406,542,338,524,294,355,303,361	150,117,116,135,182,128,147,192	300	150	2.14505792123e-05	0.0007611891251907	0.706,0.639,0.778,0.614,0.631,0.605,0.682,0.706,0.807,0.636,0.677,0.702	0.575,0.698,0.593,0.66,0.447,0.581,0.508,0.485	0.114	A3SS	16953522.0	16953890.0	16953522.0	16953592.0	16953969.0	16954119.0							0.114
101	AT4G25500	RS40	chr4	+							101	253,166,276,304,143,233,304,193,219,233,194,168	152,147,184,221,182,268,215,206,129,216,250,153	223,182,150,178,222,164,145,216	307,205,218,195,347,398,378,391	300	150	2.12232453833e-11	5.8576157257908e-09	0.454,0.361,0.429,0.408,0.282,0.303,0.414,0.319,0.459,0.35,0.28,0.354	0.266,0.307,0.256,0.313,0.242,0.171,0.161,0.216	0.126	A3SS	13025599.0	13026168.0	13026055.0	13026168.0	13025162.0	13025273.0							0.126
146	AT4G21400	CRK28	chr4	-							146	24,17,64,60,22,30,24,10,14,5,12,19	5,0,14,31,0,4,3,6,17,7,20,7	23,28,22,46,15,19,22,15	9,2,10,3,0,0,0,0	186	150	0.000453153796604	0.0085897042980218	0.795,1.0,0.787,0.61,1.0,0.858,0.866,0.573,0.399,0.365,0.326,0.686	0.673,0.919,0.64,0.925,1.0,1.0,1.0,1.0	-0.206	A3SS	11399611.0	11399751.0	11399611.0	11399715.0	11399837.0	11400376.0							-0.206
150	AT4G20380	LSD1	chr4	+							150	26,12,38,64,36,5,41,19,37,112,34,32	48,16,46,50,50,50,44,10,58,41,81,54	12,25,25,19,10,11,0,15	49,40,32,47,28,40,25,28	211	150	0.00123320835119	0.0180291112933637	0.278,0.348,0.37,0.476,0.339,0.066,0.398,0.575,0.312,0.66,0.23,0.296	0.148,0.308,0.357,0.223,0.202,0.164,0.0,0.276	0.153	A3SS	11004963.0	11005150.0	11005024.0	11005150.0	11004834.0	11004896.0							0.153
186	AT4G18020	APRR2	chr4	-							186	27,35,54,37,42,59,44,33,33,26,48,51	7,2,11,14,10,10,33,37,5,23,25,22	23,27,47,43,16,11,8,14	5,13,11,7,0,0,0,2	170	150	0.00320630380182	0.0362020847441858	0.773,0.939,0.812,0.7,0.788,0.839,0.541,0.44,0.853,0.499,0.629,0.672	0.802,0.647,0.79,0.844,1.0,1.0,1.0,0.861	-0.161	A3SS	10006534.0	10006775.0	10006534.0	10006755.0	10007153.0	10007312.0							-0.161
215	AT4G15010		chr4	-							215	63,26,52,32,67,115,73,88,78,88,50,107	12,28,15,42,50,58,76,31,24,39,38,36	63,103,101,58,60,107,75,69	34,44,22,39,9,15,16,13	172	150	0.00187981499631	0.02420326036451	0.821,0.447,0.751,0.399,0.539,0.634,0.456,0.712,0.739,0.663,0.534,0.722	0.618,0.671,0.8,0.565,0.853,0.862,0.803,0.822	-0.131	A3SS	8574747.0	8574919.0	8574747.0	8574897.0	8575068.0	8575340.0							-0.131
239	AT4G33240	FAB1A	chr4	-							239	46,45,33,40,17,64,31,19,39,98,60,25	11,1,2,2,0,11,2,0,12,5,24,4	66,58,45,64,29,19,24,28	7,13,22,12,8,2,12,8	156	150	0.001402033939	0.0194561581255642	0.801,0.977,0.941,0.951,1.0,0.848,0.937,1.0,0.758,0.95,0.706,0.857	0.901,0.811,0.663,0.837,0.777,0.901,0.658,0.771	0.104	A3SS	16035782.0	16036502.0	16035782.0	16036496.0	16036679.0	16037358.0							0.104
286	AT4G00560		chr4	-							286	120,150,202,196,191,196,215,154,163,46,89,170	28,37,121,134,75,54,113,105,69,3,59,61	131,193,150,139,121,138,127,129	44,51,36,62,24,43,2,24	300	150	0.00440153620923	0.0460758406981568	0.682,0.67,0.455,0.422,0.56,0.645,0.488,0.423,0.542,0.885,0.43,0.582	0.598,0.654,0.676,0.529,0.716,0.616,0.969,0.729	-0.121	A3SS	241024.0	241370.0	241024.0	241155.0	241458.0	241646.0							-0.121
313	AT2G43465		chr2	-							313	33,10,53,45,24,33,55,31,15,43,9,56	27,25,18,24,12,17,33,39,26,0,10,19	38,38,23,56,34,50,31,31	20,17,8,11,20,4,8,6	157	150	0.00376290971771	0.0409068456417683	0.539,0.276,0.738,0.642,0.656,0.65,0.614,0.432,0.355,1.0,0.462,0.738	0.645,0.681,0.733,0.829,0.619,0.923,0.787,0.832	-0.164	A3SS	18048100.0	18048194.0	18048100.0	18048187.0	18048309.0	18048435.0							-0.164
443	AT2G27150	AAO3	chr2	+							443	24,45,26,45,50,80,41,40,37,102,189,28	14,4,11,12,35,41,39,16,24,14,69,21	69,81,55,66,48,47,49,69	28,11,3,15,12,12,8,10	250	150	0.000184687741341	0.0044735157981104	0.507,0.871,0.586,0.692,0.462,0.539,0.387,0.6,0.481,0.814,0.622,0.444	0.597,0.815,0.917,0.725,0.706,0.701,0.786,0.805	-0.173	A3SS	11602329.0	11603940.0	11602429.0	11603940.0	11601726.0	11602078.0							-0.173
493	AT2G21370	XK-1	chr2	-							493	184,124,175,147,146,201,158,151,138,58,164,146	131,220,107,185,215,216,143,134,95,79,114,137	111,126,138,138,149,124,74,101	165,201,177,155,306,227,276,242	154	150	8.35538303323e-07	4.450197568907566e-05	0.578,0.354,0.614,0.436,0.398,0.475,0.518,0.523,0.586,0.417,0.584,0.509	0.396,0.379,0.432,0.464,0.322,0.347,0.207,0.289	0.145	A3SS	9139445.0	9139589.0	9139445.0	9139585.0	9139702.0	9139905.0							0.145
503	AT2G20400		chr2	+							503	35,18,19,23,23,22,17,13,20,8,7,7	69,137,82,57,33,108,49,45,47,55,60,69	3,23,5,8,5,4,0,9	64,57,40,78,50,42,32,51	153	150	0.00015381637971	0.0038593927999963	0.332,0.114,0.185,0.283,0.406,0.166,0.254,0.221,0.294,0.125,0.103,0.09	0.044,0.283,0.109,0.091,0.089,0.085,0.0,0.147	0.108	A3SS	8801117.0	8801178.0	8801120.0	8801178.0	8800769.0	8800809.0							0.108
572	AT2G03060	AGL30	chr2	+							572	1,0,0,1,4,6,3,0,0,1,4,0	5,28,9,6,8,17,26,23,4,24,15,14	11,2,7,1,0,6,2,1	9,17,12,17,32,15,2,4	233	150	0.000434245918662	0.0084763563779649	0.114,0.0,0.0,0.097,0.244,0.185,0.069,0.0,0.0,0.026,0.147,0.0	0.44,0.07,0.273,0.036,0.0,0.205,0.392,0.139	-0.121	A3SS	901529.0	901798.0	901612.0	901798.0	901142.0	901317.0							-0.121
659	AT3G53500	RS2Z32	chr3	-							659	331,318,374,382,293,381,430,272,306,273,291,328	166,209,152,198,230,258,224,242,152,173,269,239	301,386,365,394,269,295,224,319	276,307,330,302,372,401,347,318	300	150	1.29904664803e-08	1.1951229161876e-06	0.499,0.432,0.552,0.491,0.389,0.425,0.49,0.36,0.502,0.441,0.351,0.407	0.353,0.386,0.356,0.395,0.266,0.269,0.244,0.334	0.12	A3SS	19835872.0	19836130.0	19835872.0	19835912.0	19836400.0	19836514.0							0.12
747	AT2G05210	POT1A	chr2	+							747	26,62,70,50,70,56,76,66,54,2,27,24	43,56,39,46,20,23,67,22,31,29,4,42	56,65,70,59,61,70,64,49	13,44,43,11,7,15,8,24	216	150	0.000280571822792	0.0061676142284542	0.296,0.435,0.555,0.43,0.709,0.628,0.441,0.676,0.547,0.046,0.824,0.284	0.749,0.506,0.531,0.788,0.858,0.764,0.847,0.586	-0.214	A3SS	1891713.0	1891940.0	1891779.0	1891940.0	1891470.0	1891550.0							-0.214
880	AT1G75150		chr1	-							880	24,11,21,6,9,24,5,6,13,16,18,11	1,0,2,4,0,0,2,3,0,0,0,4	21,12,11,15,75,53,32,52	5,4,9,6,18,6,1,12	186	150	2.71055006121e-05	0.0009098657232494	0.951,1.0,0.894,0.547,1.0,1.0,0.668,0.617,1.0,1.0,1.0,0.689	0.772,0.708,0.496,0.668,0.771,0.877,0.963,0.778	0.11	A3SS	28204386.0	28204774.0	28204386.0	28204738.0	28204857.0	28205121.0							0.11
886	AT5G27970		chr5	+							886	26,44,40,75,46,63,41,56,53,48,58,53	11,2,2,1,0,10,13,21,4,14,8,2	44,38,49,87,70,101,95,72	6,22,16,21,26,22,31,17	153	150	1.83647267551e-05	0.0006611301631836	0.699,0.956,0.951,0.987,1.0,0.861,0.756,0.723,0.929,0.771,0.877,0.963	0.878,0.629,0.75,0.802,0.725,0.818,0.75,0.806	0.103	A3SS	10009230.0	10009318.0	10009233.0	10009318.0	10009043.0	10009141.0							0.103
894	AT1G73350		chr1	-							894	149,139,270,294,144,216,224,166,223,246,160,231	137,64,167,142,104,161,141,165,93,128,108,138	218,217,145,199,190,130,94,109	95,159,109,199,209,167,139,173	190	150	0.00115665658117	0.0172135073440088	0.462,0.632,0.561,0.62,0.522,0.514,0.556,0.443,0.654,0.603,0.539,0.569	0.644,0.519,0.512,0.441,0.418,0.381,0.348,0.332	0.107	A3SS	27576238.0	27576519.0	27576238.0	27576479.0	27576900.0	27576965.0							0.107
899	AT1G72990	BGAL17	chr1	-							899	4,1,4,4,23,9,2,19,10,3,4,0	17,9,21,13,20,44,30,30,9,17,46,6	2,13,4,6,0,0,2,0	37,26,21,22,24,34,19,28	163	150	0.00300572141993	0.0347265674749121	0.178,0.093,0.149,0.221,0.514,0.158,0.058,0.368,0.506,0.14,0.074,0.0	0.047,0.315,0.149,0.201,0.0,0.0,0.088,0.0	0.105	A3SS	27461458.0	27461667.0	27461458.0	27461654.0	27461790.0	27461895.0							0.105
907	AT2G39280		chr2	-							907	75,23,51,19,67,73,46,92,52,45,34,48	32,33,38,40,43,30,30,32,14,12,20,58	52,48,32,31,64,62,29,52	65,45,76,53,39,46,29,65	165	150	0.00202030855836	0.0254743475074428	0.681,0.388,0.55,0.302,0.586,0.689,0.582,0.723,0.772,0.773,0.607,0.429	0.421,0.492,0.277,0.347,0.599,0.551,0.476,0.421	0.142	A3SS	16403158.0	16403220.0	16403158.0	16403205.0	16403428.0	16403832.0							0.142
923	AT5G06265		chr5	+							923	221,228,319,293,135,228,277,143,194,211,183,169	43,44,78,75,67,99,37,42,44,51,55,47	187,208,152,149,87,142,55,119	55,51,74,54,51,67,34,50	300	150	0.00045645771632	0.0085897042980218	0.72,0.722,0.672,0.661,0.502,0.535,0.789,0.63,0.688,0.674,0.625,0.643	0.63,0.671,0.507,0.58,0.46,0.514,0.447,0.543	0.111	A3SS	1905778.0	1906766.0	1906563.0	1906766.0	1905247.0	1905383.0							0.111
962	AT4G15510	PPD1	chr4	+							962	286,379,310,294,470,386,197,355,318,198,219,291	140,85,99,145,159,109,55,95,110,50,58,165	360,373,473,525,601,599,509,539	65,94,103,128,47,51,45,41	160	150	0.0	0.0	0.657,0.807,0.746,0.655,0.735,0.769,0.771,0.778,0.73,0.788,0.78,0.623	0.839,0.788,0.812,0.794,0.923,0.917,0.914,0.925	-0.127	A3SS	8861323.0	8861752.0	8861333.0	8861752.0	8861035.0	8861140.0							-0.127
973	AT3G02500		chr3	+							973	3,4,5,6,4,8,3,3,13,0,7,5	10,4,26,11,22,27,9,23,19,4,43,33	1,2,3,2,0,1,0,1	17,9,18,19,3,11,3,14	153	150	3.8540554008e-05	0.0012118321032388	0.227,0.495,0.159,0.348,0.151,0.225,0.246,0.113,0.401,0.0,0.138,0.129	0.055,0.179,0.14,0.094,0.0,0.082,0.0,0.065	0.142	A3SS	520431.0	520592.0	520434.0	520592.0	520046.0	520349.0							0.142
1032	AT4G31570		chr4	+							1032	19,59,47,73,21,29,12,24,32,27,123,68	4,10,11,13,6,28,19,18,3,23,15,16	63,46,42,30,69,47,29,49	47,15,27,12,28,45,21,42	161	150	0.00406470744264	0.0435801017055289	0.816,0.846,0.799,0.84,0.765,0.491,0.37,0.554,0.909,0.522,0.884,0.798	0.555,0.741,0.592,0.7,0.697,0.493,0.563,0.521	0.108	A3SS	15298134.0	15303824.0	15298145.0	15303824.0	15297330.0	15297993.0							0.108
1068	AT1G56720		chr1	-							1068	21,13,8,10,11,8,6,34,14,9,5,60	15,27,23,37,50,16,8,43,47,9,51,47	22,51,15,28,54,65,36,42	14,37,23,26,57,23,43,100	155	150	0.00105647478105	0.0162998966219142	0.575,0.318,0.252,0.207,0.176,0.326,0.421,0.433,0.224,0.492,0.087,0.553	0.603,0.572,0.387,0.51,0.478,0.732,0.448,0.289	-0.164	A3SS	21264921.0	21265570.0	21264921.0	21265565.0	21265872.0	21265946.0							-0.164
1128	AT2G33815		chr2	-							1128	23,29,2,4,15,39,3,2,15,2,48,12	4,0,12,1,4,7,1,12,19,7,4,1	61,56,13,56,46,39,52,59	0,6,0,2,4,6,14,9	168	150	0.000716751884478	0.0120298086556983	0.837,1.0,0.13,0.781,0.77,0.833,0.728,0.13,0.413,0.203,0.915,0.915	1.0,0.893,1.0,0.962,0.911,0.853,0.768,0.854	-0.267	A3SS	14305007.0	14305640.0	14305007.0	14305622.0	14305717.0	14306053.0							-0.267
1130	AT1G52630	OFUT13	chr1	-							1130	16,54,22,68,41,38,52,23,21,9,47,25	42,5,16,48,21,44,13,13,9,12,21,10	22,27,25,29,16,35,8,8	26,19,26,25,35,22,34,23	184	150	0.00123387637676	0.0180291112933637	0.237,0.898,0.529,0.536,0.614,0.413,0.765,0.591,0.655,0.379,0.646,0.671	0.408,0.537,0.439,0.486,0.271,0.565,0.161,0.221	0.192	A3SS	19607836.0	19607941.0	19607836.0	19607907.0	19608198.0	19608278.0							0.192
1196	AT1G17350		chr1	+							1196	3,8,11,4,8,12,14,11,23,5,5,15	6,0,0,0,3,3,0,0,0,0,0,0	14,5,26,17,10,10,8,5	5,1,0,0,1,8,0,13	183	150	0.000103932590007	0.0028370170722789	0.291,1.0,1.0,1.0,0.686,0.766,1.0,1.0,1.0,1.0,1.0,1.0	0.697,0.804,1.0,1.0,0.891,0.506,1.0,0.24	0.128	A3SS	5942347.0	5942442.0	5942380.0	5942442.0	5941749.0	5941842.0							0.128
1204	AT1G06710		chr1	-							1204	11,23,28,15,13,17,18,12,7,10,10,15	0,0,0,6,0,3,3,0,0,0,2,0	7,24,10,7,21,17,20,18	4,5,4,1,0,19,3,5	300	150	7.10219699163e-07	3.9250310839884e-05	1.0,1.0,1.0,0.556,1.0,0.739,0.75,1.0,1.0,1.0,0.714,1.0	0.467,0.706,0.556,0.778,1.0,0.309,0.769,0.643	0.243	A3SS	2056233.0	2056771.0	2056233.0	2056329.0	2056851.0	2057043.0							0.243
1205	AT1G06710		chr1	-							1205	0,19,20,12,6,26,26,12,2,4,6,26	19,0,0,4,2,2,0,0,2,0,1,2	14,12,17,13,9,12,9,9	14,2,3,11,1,7,2,8	202	150	0.00077745656219	0.0127894178839732	0.0,1.0,1.0,0.69,0.69,0.906,1.0,1.0,0.426,1.0,0.817,0.906	0.426,0.817,0.808,0.467,0.87,0.56,0.77,0.455	0.14	A3SS	2056233.0	2056771.0	2056233.0	2056719.0	2056851.0	2057043.0							0.14
1270	AT5G36930		chr5	-							1270	0,6,2,11,20,14,37,7,13,15,5,12	35,83,38,77,32,38,54,24,25,37,8,42	5,1,9,6,6,10,2,9	56,46,52,80,34,45,26,39	174	150	0.000242493853027	0.005577358619621	0.0,0.059,0.043,0.11,0.35,0.241,0.371,0.201,0.31,0.259,0.35,0.198	0.071,0.018,0.13,0.061,0.132,0.161,0.062,0.166	0.108	A3SS	14571428.0	14571933.0	14571428.0	14571909.0	14572404.0	14572449.0							0.108
1293	AT1G09995		chr1	-							1293	12,10,2,14,15,9,9,6,2,1,6,5	24,5,18,13,17,44,12,10,26,14,44,15	2,5,15,22,0,0,5,7	33,26,27,75,35,29,60,13	260	150	0.00327671876392	0.0368297258351913	0.224,0.536,0.06,0.383,0.337,0.106,0.302,0.257,0.042,0.04,0.073,0.161	0.034,0.1,0.243,0.145,0.0,0.0,0.046,0.237	0.109	A3SS	3262221.0	3263018.0	3262221.0	3262908.0	3263350.0	3263621.0							0.109
1347	AT1G05320		chr1	+							1347	0,2,6,0,2,0,0,0,0,0,15,3	7,12,9,18,18,15,16,11,29,2,11,6	0,0,0,0,0,0,2,0	12,6,11,6,17,14,23,9	164	150	1.51289915369e-05	0.0005609017160844	0.0,0.132,0.379,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.555,0.314	0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0	0.113	A3SS	1554798.0	1554900.0	1554812.0	1554900.0	1553893.0	1553949.0							0.113
1379	AT5G16520		chr5	-							1379	79,108,109,114,141,118,105,73,127,91,124,126	6,11,8,22,11,30,13,9,17,2,17,11	68,83,79,116,90,59,63,41	33,27,6,14,13,18,22,9	185	150	5.49426683127e-05	0.0016643608303505	0.914,0.888,0.917,0.808,0.912,0.761,0.868,0.868,0.858,0.974,0.855,0.903	0.626,0.714,0.914,0.87,0.849,0.727,0.699,0.787	0.104	A3SS	5395341.0	5395515.0	5395341.0	5395480.0	5395607.0	5395697.0							0.104
1488	AT4G12460	ORP2B	chr4	+							1488	8,19,44,62,52,25,22,32,29,6,64,13	22,31,68,72,80,45,60,70,52,48,89,62	12,22,21,21,6,5,0,0	66,70,80,78,58,50,46,33	300	150	8.01470001477e-13	3.9817029673377356e-10	0.154,0.235,0.244,0.301,0.245,0.217,0.155,0.186,0.218,0.059,0.264,0.095	0.083,0.136,0.116,0.119,0.049,0.048,0.0,0.0	0.129	A3SS	7391876.0	7393053.0	7392690.0	7393053.0	7391207.0	7391726.0							0.129
1612	AT5G43630	TZP	chr5	+							1612	11,37,20,6,17,8,17,20,14,21,25,6	23,12,17,37,33,15,25,20,34,52,12,35	13,19,6,10,3,1,7,3	26,21,23,32,39,26,12,20	300	150	0.00115726881097	0.0172135073440088	0.193,0.607,0.37,0.075,0.205,0.211,0.254,0.333,0.171,0.168,0.51,0.079	0.2,0.311,0.115,0.135,0.037,0.019,0.226,0.07	0.126	A3SS	17526961.0	17527594.0	17527240.0	17527594.0	17526728.0	17526859.0							0.126
1770	AT1G33615		chr1	-							1770	12,12,23,7,21,25,20,37,11,4,19,27	5,0,0,0,2,0,0,4,0,0,10,0	10,7,20,10,6,14,15,13	0,0,0,0,0,0,0,0	300	150	0.000149409714933	0.0038206284208086	0.545,1.0,1.0,1.0,0.84,1.0,1.0,0.822,1.0,1.0,0.487,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.109	A3SS	12193811.0	12194261.0	12193811.0	12193938.0	12194350.0	12194413.0							-0.109
1782	AT1G28395		chr1	-							1782	66,44,82,74,64,95,48,49,88,66,77,95	24,12,42,12,10,15,13,6,11,3,18,14	76,79,70,95,108,141,94,91	19,20,16,44,41,27,46,59	300	150	0.00183135300507	0.0239425308662835	0.579,0.647,0.494,0.755,0.762,0.76,0.649,0.803,0.8,0.917,0.681,0.772	0.667,0.664,0.686,0.519,0.568,0.723,0.505,0.435	0.122	A3SS	9969245.0	9969836.0	9969245.0	9969587.0	9971072.0	9971188.0							0.122
1820	AT1G29730		chr1	-							1820	15,2,18,16,15,8,26,12,5,25,19,0	23,40,33,22,27,21,34,21,7,24,21,22	4,20,0,10,2,1,3,8	21,23,37,17,16,18,32,33	163	150	0.000979517614877	0.0154975907984361	0.375,0.044,0.334,0.401,0.338,0.26,0.413,0.345,0.397,0.489,0.454,0.0	0.149,0.445,0.0,0.351,0.103,0.049,0.079,0.182	0.151	A3SS	10400563.0	10401064.0	10400563.0	10401051.0	10401126.0	10401280.0							0.151
1852	AT5G50240	PIMT2	chr5	+							1852	11,5,12,2,9,6,9,7,10,8,21,12	8,9,14,11,15,11,11,26,22,4,28,13	20,3,10,24,5,4,12,3	7,16,17,16,1,0,0,0	159	150	0.00144385632373	0.019815133194173	0.565,0.344,0.447,0.146,0.361,0.34,0.436,0.203,0.3,0.654,0.414,0.465	0.729,0.15,0.357,0.586,0.825,1.0,1.0,1.0	-0.316	A3SS	20451631.0	20451902.0	20451640.0	20451902.0	20451532.0	20451544.0							-0.316
1853	AT1G12350	PPCS1	chr1	+							1853	0,2,9,4,1,8,2,8,1,0,3,1	2,0,9,4,3,1,1,4,5,7,3,0	2,0,3,2,12,4,14,2	0,4,0,4,2,3,0,0	300	150	0.00429207386995	0.0455620149271615	0.0,1.0,0.333,0.333,0.143,0.8,0.5,0.5,0.091,0.0,0.333,1.0	1.0,0.0,1.0,0.2,0.75,0.4,1.0,1.0	-0.249	A3SS	4198561.0	4198999.0	4198862.0	4198999.0	4198365.0	4198485.0							-0.249
1888	AT1G23020	FRO3	chr1	-							1888	67,67,28,20,93,89,53,62,195,56,42,57	23,40,17,16,28,46,29,49,62,23,31,33	61,61,45,74,44,61,65,66	10,17,32,18,12,13,15,17	159	150	0.000135823022233	0.0036277891099652	0.733,0.612,0.608,0.541,0.758,0.646,0.633,0.544,0.748,0.697,0.561,0.62	0.852,0.772,0.57,0.795,0.776,0.816,0.803,0.786	-0.13	A3SS	8152669.0	8152870.0	8152669.0	8152861.0	8152967.0	8153070.0							-0.13
1967	AT1G62610		chr1	-							1967	7,9,13,4,1,5,9,1,9,8,8,3	0,0,11,15,3,11,3,0,6,0,5,8	9,3,2,1,1,0,2,0	10,1,1,13,6,5,8,5	153	150	0.000138641894275	0.0036636858019053	1.0,1.0,0.537,0.207,0.246,0.308,0.746,1.0,0.595,1.0,0.611,0.269	0.469,0.746,0.662,0.07,0.14,0.0,0.197,0.0	0.341	A3SS	23181462.0	23182358.0	23181462.0	23182355.0	23182436.0	23183183.0							0.341
