ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	dPSI
2000	AT5G18245		chr5	+			6028150.0	6028330.0	6028516.0	6028582.0	2000	30,43,22,15,21,19,25,12,26,39,50,20,20,12,6,21,19	0,0,0,2,1,0,2,0,0,0,1,2,0,1,0,0,2	29,61,29	4,2,4	248	124	2.91535992736e-06	0.0005690782578206	1.0,1.0,1.0,0.789,0.913,1.0,0.862,1.0,1.0,1.0,0.962,0.833,1.0,0.857,1.0,1.0,0.826	0.784,0.938,0.784	0.108	RI											6028150.0	6028582.0	0.108
2028	AT1G29630	EXO1	chr1	+			10350354.0	10350478.0	10350578.0	10350716.0	2028	0,2,3,2,2,5,0,3,0,0,0,0,1,0,0,0,0	18,11,14,13,6,9,7,9,10,9,11,10,11,18,2,2,6	2,7,0	10,7,11	224	124	0.000704978549216	0.0289100447073452	0.0,0.091,0.106,0.078,0.156,0.235,0.0,0.156,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0	0.1,0.356,0.0	-0.101	RI											10350354.0	10350716.0	-0.101
2155	AT1G18400	BEE1	chr1	+			6332999.0	6333077.0	6333489.0	6333856.0	2155	14,21,18,31,19,27,15,21,16,28,59,10,29,29,26,37,12	58,129,77,92,90,104,135,76,41,102,205,28,47,74,106,114,49	37,52,70	38,153,98	248	124	1.41450110924e-05	0.0017699398495105	0.108,0.075,0.105,0.144,0.095,0.115,0.053,0.121,0.163,0.121,0.126,0.152,0.236,0.164,0.109,0.14,0.109	0.327,0.145,0.263	-0.119	RI											6332999.0	6333856.0	-0.119
2163	AT4G14520	NRPB7L	chr4	+			8341935.0	8342238.0	8342453.0	8343258.0	2163	4,11,7,7,4,8,10,3,7,8,3,22,3,6,3,7,0	5,9,11,5,10,11,3,6,8,7,14,9,8,14,10,13,1	2,6,3	15,31,17	248	124	2.76277271857e-05	0.0029309414927438	0.286,0.379,0.241,0.412,0.167,0.267,0.625,0.2,0.304,0.364,0.097,0.55,0.158,0.176,0.13,0.212,0.0	0.062,0.088,0.081	0.192	RI											8341935.0	8343258.0	0.192
2288	AT1G44180		chr1	-			16807827.0	16808095.0	16808203.0	16808322.0	2288	9,20,16,14,10,26,17,14,6,9,30,6,8,14,7,27,11	2,5,0,2,2,2,2,2,3,0,1,0,1,0,0,1,0	15,6,3	0,0,0	232	124	0.00117850207692	0.0407878733004936	0.706,0.681,1.0,0.789,0.728,0.874,0.82,0.789,0.517,1.0,0.941,1.0,0.81,1.0,1.0,0.935,1.0	1.0,1.0,1.0	-0.142	RI											16807827.0	16808322.0	-0.142
2418	AT1G11280		chr1	-			3789339.0	3790647.0	3790724.0	3790935.0	2418	19,22,24,26,10,24,18,20,31,28,27,32,30,12,25,12,16	10,5,7,3,1,2,6,3,8,7,2,6,8,1,7,5,0	26,37,32	1,2,1	201	124	4.20832886179e-05	0.0039493547779875	0.54,0.731,0.679,0.842,0.861,0.881,0.649,0.804,0.705,0.712,0.893,0.767,0.698,0.881,0.688,0.597,1.0	0.941,0.919,0.952	-0.177	RI											3789339.0	3790935.0	-0.177
2474	AT1G10240	FRS11	chr1	-			3358293.0	3359301.0	3359771.0	3359853.0	2474	3,2,0,4,2,2,2,3,4,2,3,2,5,2,2,0,1	8,10,4,10,8,8,7,15,14,7,20,20,14,5,12,7,4	14,6,5	2,8,6	248	124	4.66881346356e-05	0.0041425108549405	0.158,0.091,0.0,0.167,0.111,0.111,0.125,0.091,0.125,0.125,0.07,0.048,0.152,0.167,0.077,0.0,0.111	0.778,0.273,0.294	-0.347	RI											3358293.0	3359853.0	-0.347
2745	AT1G01380	ETC1	chr1	+			147451.0	147539.0	147643.0	148014.0	2745	2,17,10,19,7,8,5,5,30,14,4,9,45,11,5,5,1	8,26,31,31,10,20,17,23,84,39,26,21,88,27,29,9,13	30,8,36	27,19,43	228	124	0.00106306033399	0.0390667934359939	0.12,0.262,0.149,0.25,0.276,0.179,0.138,0.106,0.163,0.163,0.077,0.189,0.218,0.181,0.086,0.232,0.04	0.377,0.186,0.313	-0.126	RI											147451.0	148014.0	-0.126
2907	AT1G05870		chr1	-			1771386.0	1771757.0	1771891.0	1771954.0	2907	65,119,59,34,53,77,68,17,83,105,108,27,67,62,46,51,16	1,8,4,1,1,4,2,1,3,3,5,0,1,1,4,4,2	35,92,66	15,6,7	248	124	3.61581206737e-05	0.0035305693427303	0.97,0.881,0.881,0.944,0.964,0.906,0.944,0.895,0.933,0.946,0.915,1.0,0.971,0.969,0.852,0.864,0.8	0.538,0.885,0.825	0.17	RI											1771386.0	1771954.0	0.17
3007	AT1G80245		chr1	+			30174100.0	30174289.0	30174538.0	30174627.0	3007	16,39,25,13,12,21,11,12,24,17,19,28,20,17,10,18,12	0,0,2,0,0,1,0,2,4,0,3,0,4,4,2,1,0	20,25,20	3,4,8	248	124	7.28645129722e-06	0.0010775115857707	1.0,1.0,0.862,1.0,1.0,0.913,1.0,0.75,0.75,1.0,0.76,1.0,0.714,0.68,0.714,0.9,1.0	0.769,0.758,0.556	0.191	RI											30174100.0	30174627.0	0.191
3052	AT1G01560	MPK11	chr1	+			203266.0	203943.0	204028.0	204335.0	3052	1,0,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0	19,8,14,15,11,8,9,10,13,4,16,2,9,4,6,6,5	3,2,3	14,23,5	209	124	0.00130804851139	0.0434236512624707	0.03,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.084,0.229,0.036,0.0,0.0,0.0,0.0,0.0,0.0	0.113,0.049,0.263	-0.113	RI											203266.0	204335.0	-0.113
3253	AT4G31200		chr4	-			15163558.0	15164617.0	15164831.0	15164936.0	3253	14,21,18,15,9,13,7,11,19,15,18,15,18,4,5,9,10	11,13,12,7,6,12,9,4,21,13,9,12,13,6,6,3,3	31,42,27	6,10,12	248	124	0.00061944569036	0.0270155509988992	0.389,0.447,0.429,0.517,0.429,0.351,0.28,0.579,0.311,0.366,0.5,0.385,0.409,0.25,0.294,0.6,0.625	0.721,0.677,0.529	-0.221	RI											15163558.0	15164936.0	-0.221
3405	AT4G29540	LPXA	chr4	+			14498906.0	14499023.0	14499100.0	14499184.0	3405	1,3,6,3,1,2,0,1,2,1,9,4,0,2,1,0,1	8,11,5,10,11,3,7,4,8,9,12,10,13,8,8,4,1	1,0,0	13,19,11	201	124	4.57458714754e-05	0.0041396314410964	0.072,0.144,0.425,0.156,0.053,0.291,0.0,0.134,0.134,0.064,0.316,0.198,0.0,0.134,0.072,0.0,0.382	0.045,0.0,0.0	0.136	RI											14498906.0	14499184.0	0.136
3624	AT1G66940		chr1	-			24973464.0	24973602.0	24973729.0	24973819.0	3624	8,0,9,7,6,2,6,0,0,4,2,2,5,3,6,2,3	9,11,8,3,20,24,31,2,8,25,17,6,17,14,12,13,2	2,9,15	3,17,13	248	124	0.00160967053329	0.0487900136798459	0.308,0.0,0.36,0.538,0.13,0.04,0.088,0.0,0.0,0.074,0.056,0.143,0.128,0.097,0.2,0.071,0.429	0.25,0.209,0.366	-0.118	RI											24973464.0	24973819.0	-0.118
3650	AT1G67060		chr1	+			25037052.0	25037148.0	25038083.0	25038168.0	3650	27,44,33,60,29,40,42,18,48,50,63,21,51,32,38,21,23	60,97,109,127,87,137,108,82,139,85,167,75,150,106,93,67,60	81,78,100	105,146,124	248	124	1.60855750941e-08	8.721956273245333e-06	0.184,0.185,0.131,0.191,0.143,0.127,0.163,0.099,0.147,0.227,0.159,0.123,0.145,0.131,0.17,0.135,0.161	0.278,0.211,0.287	-0.104	RI											25037052.0	25038168.0	-0.104
3664	AT3G45650	NAXT1	chr3	+			16760347.0	16760868.0	16760946.0	16761430.0	3664	8,13,11,13,9,11,9,25,34,4,22,15,24,11,12,11,5	52,49,66,58,71,76,67,28,33,46,85,53,56,54,67,43,37	45,19,53	44,72,71	202	124	0.000140789828921	0.0096768220441476	0.086,0.14,0.093,0.121,0.072,0.082,0.076,0.354,0.387,0.051,0.137,0.148,0.208,0.111,0.099,0.136,0.077	0.386,0.139,0.314	-0.14	RI											16760347.0	16761430.0	-0.14
3672	AT2G01830	AHK4	chr2	-			366886.0	367431.0	367954.0	368357.0	3672	20,17,14,17,18,27,8,12,13,15,36,17,12,9,11,13,13	0,0,0,0,0,2,1,1,0,0,1,3,0,0,1,2,2	17,25,6	2,4,4	248	124	6.67406108157e-08	2.7141181731718e-05	1.0,1.0,1.0,1.0,1.0,0.871,0.8,0.857,1.0,1.0,0.947,0.739,1.0,1.0,0.846,0.765,0.765	0.81,0.758,0.429	0.251	RI											366886.0	368357.0	0.251
3721	AT2G16870		chr2	-			7310053.0	7310882.0	7310964.0	7311149.0	3721	11,12,11,5,13,16,9,5,4,10,15,3,15,2,3,4,4	1,3,2,0,0,7,1,2,6,3,2,10,1,1,0,2,3	18,14,13	1,2,0	206	124	0.00164553918053	0.0492652220919411	0.869,0.707,0.768,1.0,1.0,0.579,0.844,0.601,0.286,0.667,0.819,0.153,0.9,0.546,1.0,0.546,0.445	0.916,0.808,1.0	-0.218	RI											7310053.0	7311149.0	-0.218
3892	AT5G41620		chr5	+			16647196.0	16647322.0	16647399.0	16649026.0	3892	1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0	11,6,15,14,8,8,5,7,9,8,24,7,11,8,6,6,7	1,5,3	6,7,12	201	124	1.21521045364e-05	0.0016943505753609	0.053,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.0	0.093,0.306,0.134	-0.155	RI											16647196.0	16649026.0	-0.155
4086	AT5G24165		chr5	+			8188165.0	8188344.0	8188472.0	8188673.0	4086	2,4,4,4,9,10,7,3,3,9,14,3,2,0,5,5,2	0,1,5,2,0,2,2,4,2,2,8,0,1,2,2,3,0	2,8,7	1,0,0	248	124	5.1059610074e-05	0.0043714192484407	1.0,0.667,0.286,0.5,1.0,0.714,0.636,0.273,0.429,0.692,0.467,1.0,0.5,0.0,0.556,0.455,1.0	0.5,1.0,1.0	-0.235	RI											8188165.0	8188673.0	-0.235
4172	AT5G30490		chr5	+			11612001.0	11612045.0	11612177.0	11612351.0	4172	6,13,7,5,7,4,7,5,10,7,6,10,21,3,5,4,4	2,0,0,2,2,0,0,0,4,1,2,0,0,1,3,0,1	8,3,7	2,3,1	248	124	9.00466629524e-05	0.0067604263878109	0.6,1.0,1.0,0.556,0.636,1.0,1.0,1.0,0.556,0.778,0.6,1.0,1.0,0.6,0.455,1.0,0.667	0.667,0.333,0.778	0.198	RI											11612001.0	11612351.0	0.198
4293	AT5G48410	GLR1.3	chr5	+			19622010.0	19622131.0	19622212.0	19622317.0	4293	11,13,11,14,12,7,7,6,8,6,8,1,7,6,10,8,5	2,0,1,1,0,0,2,1,2,0,0,0,0,2,1,0,0	11,18,6	5,3,0	205	124	1.73089824073e-05	0.0020111389082767	0.769,1.0,0.869,0.894,1.0,1.0,0.679,0.784,0.708,1.0,1.0,1.0,1.0,0.645,0.858,1.0,1.0	0.571,0.784,1.0	0.109	RI											19622010.0	19622317.0	0.109
4384	AT3G09370	MYB3R-3	chr3	+			2879352.0	2879575.0	2879898.0	2880059.0	4384	7,10,10,7,1,9,2,5,9,15,14,9,7,5,8,2,4	3,0,7,3,0,2,0,0,2,4,3,5,4,0,3,0,1	8,7,3	7,6,4	248	124	0.000417262490131	0.021707304670794	0.538,1.0,0.417,0.538,1.0,0.692,1.0,1.0,0.692,0.652,0.7,0.474,0.467,1.0,0.571,1.0,0.667	0.364,0.368,0.273	0.395	RI											2879352.0	2880059.0	0.395
4412	AT5G45350		chr5	-			18381836.0	18382877.0	18383144.0	18383283.0	4412	5,5,13,13,14,6,12,19,16,8,24,11,20,3,9,4,3	24,27,36,24,23,11,30,13,23,38,28,20,27,22,27,14,10	38,19,37	26,34,24	248	124	0.000314254170825	0.0183019633263638	0.094,0.085,0.153,0.213,0.233,0.214,0.167,0.422,0.258,0.095,0.3,0.216,0.27,0.064,0.143,0.125,0.13	0.422,0.218,0.435	-0.171	RI											18381836.0	18383283.0	-0.171
4492	AT5G64460		chr5	-			25775305.0	25775354.0	25775482.0	25775568.0	4492	2,11,6,3,3,3,4,3,1,3,8,7,7,8,0,3,2	2,0,1,0,0,3,0,0,0,0,1,3,2,0,3,0,0	1,7,17	2,2,2	248	124	0.00121451486606	0.0414463814431664	0.333,1.0,0.75,1.0,1.0,0.333,1.0,1.0,1.0,1.0,0.8,0.538,0.636,1.0,0.0,1.0,1.0	0.2,0.636,0.81	0.239	RI											25775305.0	25775568.0	0.239
4571	AT5G52040	ATRSP41	chr5	+			21131075.0	21131186.0	21131561.0	21131887.0	4571	69,117,80,41,60,67,51,42,70,58,126,66,52,43,48,43,47	21,60,32,32,35,33,20,43,59,33,66,76,37,26,31,32,26	92,85,78	104,65,75	248	124	0.00119398413759	0.0410326943059098	0.622,0.494,0.556,0.39,0.462,0.504,0.56,0.328,0.372,0.468,0.488,0.303,0.413,0.453,0.436,0.402,0.475	0.307,0.395,0.342	0.106	RI											21131075.0	21131887.0	0.106
4711	AT5G57565		chr5	+			23311213.0	23311241.0	23311383.0	23311437.0	4711	9,7,4,7,2,5,9,5,9,7,11,15,4,4,3,3,5	2,1,1,0,0,2,5,2,1,2,2,3,3,1,1,0,0	3,12,12	10,5,7	248	124	0.00133274817708	0.0439446696226378	0.692,0.778,0.667,1.0,1.0,0.556,0.474,0.556,0.818,0.636,0.733,0.714,0.4,0.667,0.6,1.0,1.0	0.13,0.545,0.462	0.344	RI											23311213.0	23311437.0	0.344
4853	AT5G64760	RPN5B	chr5	-			25896144.0	25896335.0	25896438.0	25896555.0	4853	11,5,7,10,1,9,3,7,3,3,13,4,5,8,5,1,1	0,0,0,0,0,2,1,0,1,0,0,0,5,0,0,0,0	6,11,6	2,4,0	227	124	0.000599180022714	0.0268904701577937	1.0,1.0,1.0,1.0,1.0,0.711,0.621,1.0,0.621,1.0,1.0,1.0,0.353,1.0,1.0,1.0,1.0	0.621,0.6,1.0	0.16	RI											25896144.0	25896555.0	0.16
4919	AT2G38920	RF178	chr2	-			16248985.0	16249123.0	16249246.0	16249470.0	4919	7,8,3,1,2,1,1,9,6,1,8,6,4,0,3,2,3	0,1,2,0,0,1,0,0,2,2,3,0,0,4,1,0,2	4,1,4	2,2,3	247	124	0.000546097136222	0.0251481958191796	1.0,0.801,0.43,1.0,1.0,0.334,1.0,1.0,0.601,0.201,0.572,1.0,1.0,0.0,0.601,1.0,0.43	0.501,0.201,0.401	0.336	RI											16248985.0	16249470.0	0.336
5058	AT3G59430		chr3	-			21964610.0	21965964.0	21966053.0	21966156.0	5058	2,2,2,0,0,2,0,3,0,3,2,5,2,2,1,0,0	8,17,10,7,2,8,10,6,5,10,11,13,6,6,8,8,7	3,10,4	6,19,15	213	124	0.000273980035725	0.0169243363840253	0.127,0.064,0.104,0.0,0.0,0.127,0.0,0.225,0.0,0.149,0.096,0.183,0.163,0.163,0.068,0.0,0.0	0.225,0.235,0.134	-0.112	RI											21964610.0	21966156.0	-0.112
5100	AT3G08840		chr3	-			2681948.0	2682193.0	2682619.0	2682856.0	5100	12,15,22,12,15,8,6,7,10,14,18,11,7,16,11,7,6	3,5,1,0,0,0,0,0,0,4,1,0,0,5,0,0,0	15,13,18	0,8,3	248	124	2.35564074343e-05	0.0026126197336223	0.667,0.6,0.917,1.0,1.0,1.0,1.0,1.0,1.0,0.636,0.9,1.0,1.0,0.615,1.0,1.0,1.0	1.0,0.448,0.75	0.169	RI											2681948.0	2682856.0	0.169
5240	AT3G16030	CES101	chr3	+			5441658.0	5441869.0	5441935.0	5442173.0	5240	0,0,1,2,2,2,0,0,6,2,0,0,0,0,0,0,0	11,13,11,8,14,10,4,6,10,5,14,10,17,7,10,5,2	1,7,1	11,5,19	190	124	0.000844572220646	0.0329720994940198	0.0,0.0,0.056,0.14,0.085,0.115,0.0,0.0,0.281,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.056,0.477,0.033	-0.137	RI											5441658.0	5442173.0	-0.137
5502	AT3G47560		chr3	-			17525858.0	17525952.0	17526030.0	17526189.0	5502	24,31,34,29,13,14,17,4,21,24,14,9,24,8,18,3,19	74,63,67,69,44,35,45,9,56,36,50,30,30,47,51,25,24	24,31,79	30,47,91	202	124	8.652765359e-06	0.0012419263221152	0.166,0.232,0.238,0.205,0.154,0.197,0.188,0.214,0.187,0.29,0.147,0.156,0.329,0.095,0.178,0.069,0.327	0.329,0.288,0.348	-0.123	RI											17525858.0	17526189.0	-0.123
